Date,Close,High,Low,Open,Volume,pos,neu,neg,compound,MA5,MA10,Return,Volatility5,Sentiment_3d,Sentiment_5d,Target_Up
2020-02-27,66.21548461914062,69.23672624207228,66.07991679515257,68.05050408823062,320605600,0.2971061460667621,0.7668392133748463,0.099572937177471,0.1975332088892911,70.9545654296875,74.51953048706055,-0.06536805282444413,0.030526216564606405,-0.08223570573154056,-0.12373736237409116,0
2020-02-28,66.17674255371094,67.39928345046577,62.06369649730183,62.279156964871476,426510000,0.020633112669131,0.4804409067499219,0.5291566549827864,-0.5085235423136554,69.03288269042969,73.27254257202148,-0.0005850907178664988,0.03343698760935275,-0.20619005215662056,-0.18703140700457635,1
2020-03-02,72.33787536621094,72.97456412153984,67.2322713401441,68.3361853248129,341397200,0.5455922412472692,0.5680468335264247,0.2564938127523691,0.2890984284949001,69.06338958740234,72.6397315979004,0.09310117988203248,0.059840277404126806,-0.0072973016431546744,-0.0932264462026754,0
2020-03-03,70.04045104980469,73.59427823904339,69.18830204720706,73.5143929639958,319475600,0.1552679889600101,0.3002203676552452,0.0973400434694876,0.0579279454905225,69.12342834472656,71.92121963500976,-0.03175963220892963,0.059531841516329106,-0.05383238944274421,-0.05430875649688782,1
2020-03-04,73.28925323486328,73.44903118653338,70.9628058782761,71.7641114774827,219178400,0.3975133706123891,0.794701175682186,0.0075645119854554,0.3899488586269337,69.6119613647461,71.41574249267578,0.04638465538647685,0.06275421728799599,0.24565841087078547,0.08519697983759843,0
2020-03-05,70.9119644165039,72.51699133415363,70.54641152199336,71.54138326049582,187572800,0.1870266456536465,0.339003020830066,0.3358534101830295,-0.1488267645293829,70.55125732421875,70.75291137695312,-0.03243707246874383,0.05423192665676165,0.0996833465293578,0.01592498515386363,0
2020-03-06,69.97024536132812,70.40358216932741,68.08197403311165,68.26837793734198,226176800,0.3120408127066865,0.7656390644810755,0.3164397732736058,-0.0043989605669192,71.3099578857422,70.17142028808594,-0.01328011518119232,0.055424592285259214,0.07890771117687724,0.11674990150321085,0
2020-03-09,64.4361572265625,67.32182373363995,63.668739886760385,63.8503047343462,286744800,0.3280261676059677,0.5897879893954212,0.4316121734214951,-0.1035860058155273,69.7296142578125,69.39650192260743,-0.0790920212754358,0.045321552529091313,-0.08560391030394308,0.038213014641125385,1
2020-03-10,69.07695770263672,69.34325431741347,65.21083618798149,67.09185293080515,285290000,0.1109126733153162,0.5646420769273155,0.5341548318106812,-0.423242158495365,69.5369155883789,69.33017196655274,0.07202168279149235,0.06085748239880047,-0.17707570829260377,-0.058021006156052116,0
2020-03-11,66.67787170410156,68.0795543718944,65.81362127140751,67.15236648355659,255598800,0.5817507766587351,0.5076131066099052,0.0476439507858177,0.5341068258729174,68.21463928222656,68.91330032348633,-0.03473062622217338,0.05555521296543976,0.002426220520675093,-0.029189412706855378,0
2020-03-12,60.09312438964844,65.36334796143669,60.037445534949256,61.959612728994784,418474000,0.4650796940166687,0.3384018870306552,0.4388978942042174,0.0261817998124513,66.05087127685547,68.3010643005371,-0.0987546114800193,0.06679191152272698,0.04568215573000128,0.005812300161511462,1
2020-03-13,67.2927474975586,67.76481886673027,61.23574558188154,64.12626107883143,370732000,0.5636993649385135,0.305916819203305,0.1124471664585493,0.4512521984799641,65.51537170410157,68.41266479492188,0.119807768043932,0.09574597548073976,0.33718027472177764,0.09694253197088812,0
2020-03-16,58.63575744628906,62.71975075656297,58.10074479595678,58.572812608634756,322423600,0.5368964102565893,0.3322917254421053,0.5149062318942984,0.0219901783622908,64.35529174804688,67.04245300292969,-0.12864670225544905,0.10730936558379596,0.1664747255515688,0.12205776880645174,1
2020-03-17,61.213985443115234,62.36389249089527,57.71341343349159,59.91882134064479,324056000,0.3587399872866511,0.3118629572865527,0.4914381083169936,-0.1326981210303425,62.78269729614258,66.15980644226075,0.043970234360626304,0.10230010639597825,0.1135147519373042,0.18016657629945623,0
2020-03-18,59.7154655456543,60.52161388588787,57.40353915642415,58.04507047998226,300233600,0.5531245410138701,0.667750684140052,0.3244762529913266,0.2286482880225435,61.39021606445313,64.80242767333985,-0.024480025056585752,0.10202519558106486,0.03931344845149734,0.11907486872938147,0
2020-03-19,59.257930755615234,61.20914727493639,58.732603515332364,59.88977664258158,271857200,0.0530955012311517,0.4100751555000381,0.4261456791739869,-0.3730501779428352,61.22317733764648,63.637024307250975,-0.0076619144782394955,0.09150607370478975,-0.092366670316878,0.03922847317832416,0
2020-03-20,55.49589920043945,60.96463122654848,55.195710672226056,59.8389270162078,401693200,0.1175897174514871,0.2347056059380378,0.188610067910249,-0.0710203504587619,58.863807678222656,62.18958969116211,-0.06348570574782164,0.06455589101648611,-0.07180741345968446,-0.06522603660942103,0
2020-03-23,54.316932678222656,55.316750844922225,51.4699975094161,55.215074984673336,336752800,0.0271363733463228,0.7814615780844869,0.2827007393596887,-0.2555643660133659,58.00004272460937,61.177667236328126,-0.02124420973806762,0.03876267564517395,-0.23321163147165427,-0.12073694548455238,1
2020-03-24,59.76630401611328,59.962393449772364,56.720856028881734,57.21955352533474,287531200,0.1951981984579586,0.7302715309780554,0.492982138626283,-0.2977839401683244,57.710506439208984,60.24660186767578,0.1003254614941731,0.06154301227233012,-0.20812288554681732,-0.15375410931214875,0
2020-03-25,59.43706512451172,62.51882454095762,59.14171936553053,60.703176199981115,303602000,0.2332063738136892,0.7566513699171278,0.2755591183039283,-0.0423527444902391,57.65482635498047,59.5225212097168,-0.005508771154943748,0.06048724040914427,-0.19856701689064304,-0.2079543158147053,1
2020-03-26,62.564823150634766,62.62292153490078,59.640418371654654,59.679153090462734,252087200,0.1628094190643375,0.7969446935878612,0.214678959195265,-0.0518695401309275,58.31620483398437,59.76969108581543,0.05262302268072738,0.0643427828898742,-0.1306687415964969,-0.14371818825232374,0
2020-03-27,59.97449493408203,61.942655145225594,59.80745470235101,61.18734664760273,204216800,0.4972425054911575,0.3043371495316924,0.2965274683501799,0.2007150371409776,59.21192398071289,59.037865829467776,-0.04140231021377794,0.0582928338649109,0.035497584173270424,-0.08937111073237584,1
2020-03-30,61.6860466003418,61.85792960202071,60.376358043352745,60.700756687792804,167976400,0.2140519960161535,0.4377452113415953,0.496949551462331,-0.2828975554461774,60.68574676513672,59.34289474487305,0.028537992160516445,0.054247553403853836,-0.04468401947870901,-0.09483774861893814,0
2020-03-31,61.56016540527344,63.54527367451045,61.005789027148815,61.87730177654374,197002000,0.1685607058124284,0.6549430854224549,0.2011248284225236,-0.0325641226100951,61.04451904296875,59.377512741088864,-0.0020406753553835477,0.03579376502095116,-0.03824888030509821,-0.04179378510729228,0
2020-04-01,58.321048736572266,60.21174335831203,57.890135142365466,59.67431113291772,176218400,0.325617649894949,0.6176123708322754,0.1042569558814462,0.2213606940135027,60.82131576538086,59.238071060180665,-0.052617088459344874,0.04479418702398625,-0.03136699468092318,0.010948902593456083,1
2020-04-02,59.29423904418945,59.34749836465027,57.35028492920916,58.18306300120028,165934000,0.0845545349848575,0.2923375438039131,0.4272084121984684,-0.3426538772136108,60.167198944091794,59.24170188903808,0.01668677653608297,0.03557700626445304,-0.05128576860340098,-0.047207964823080574,0
2020-04-03,58.44208908081055,59.4806382957601,57.85139756896397,58.77858908876302,129880000,0.4813181884524238,0.6894998749943708,0.495586927624849,-0.0142687391724252,59.8607177734375,59.5363208770752,-0.014371547339427582,0.03145948976926576,-0.04518730745751101,-0.09020472008576114,1
2020-04-06,63.54042434692383,63.69535581741941,60.3715139261483,60.7394826329803,201820400,0.0447303862078624,0.3346643431019964,0.06038248711412,-0.0156521009062575,60.23159332275391,60.45867004394531,0.08723738911974177,0.051537714647212206,-0.12419157243076441,-0.03675562917777715,0
2020-04-07,62.80448532104492,65.7748907610296,62.700389921682174,65.55700704789928,202887200,0.5921321619603104,0.3342905688935739,0.1439244676535668,0.4482076943067435,60.4804573059082,60.762488174438474,-0.011582217673913542,0.052128446219355896,0.13942895140935369,0.05939873420559057,1
2020-04-08,64.41194915771484,64.72665861508077,63.240251523791564,63.605797071493534,168895200,0.4633468615779944,0.5221846537360482,0.0851831938565963,0.3781636677213981,61.69863739013672,61.25997657775879,0.02559472987403466,0.04104705426797958,0.27023975370729475,0.09075932894716965,1
2020-04-09,64.87675476074219,65.38029878683781,64.080295544256,65.04864148440106,161834800,0.1192294089205034,0.555763960905022,0.2087648469492999,-0.0895354380287965,62.81514053344726,61.49116973876953,0.0072161393826051246,0.041495359163010934,0.24561197466644843,0.1413830167841325,1
2020-04-13,66.1501235961914,66.25906545571533,64.35383885573385,64.95421592166439,131022800,0.4892768570729005,0.2548921024386529,0.4492958021779838,0.0399810548949166,64.35674743652343,62.10873260498047,0.019627505107881138,0.03726701072227099,0.10953642819583949,0.15223297559760085,1
2020-04-14,69.49092102050781,69.78142775121215,67.31214270390448,67.78421429432576,194994800,0.4241144063085703,0.7264765175782284,0.3906885509290044,0.0334258553795658,65.54684677124024,62.88922004699707,0.050503268062053186,0.022955504648340872,-0.0053761759181046075,0.16204856685476554,0
2020-04-15,68.85665893554688,69.31662179135925,67.93673322392213,68.36522365380796,131154400,0.4374043008245923,0.3593600255532236,0.3725571404870587,0.0648471603375336,66.75728149414063,63.618869400024415,-0.009127265485138092,0.022170145566029312,0.04608469020400543,0.08537646006092355,1
2020-04-16,69.40377807617188,69.76933104897813,68.35312357088294,69.57081834931556,157125200,0.4627622080115674,0.2777089527696825,0.2114249679657926,0.2513372400457748,67.75564727783203,64.72714233398438,0.007945769502658129,0.022215421452586242,0.11653675192095815,0.060011174525798884,0
2020-04-17,68.4620590209961,69.46672390302615,67.02406462466632,68.91960605068904,215250000,0.0444267910404542,0.7332488479213863,0.5048685318508559,-0.4604417408104017,68.47270812988282,65.64392433166503,-0.013568700167046033,0.02575349118048653,-0.048085780142364344,-0.014170086030522156,0
2020-04-20,67.04100799560547,68.19091879039594,67.02164432762936,67.28794093663315,130015200,0.2150794371265635,0.7733908989378522,0.2827723004388987,-0.0676928633123351,68.65088500976563,66.50381622314453,-0.020756767262211873,0.02857882736371885,-0.0922657880256539,-0.03570486967197249,0
2020-04-21,64.96875,67.11847920865577,64.25701512989387,66.88365501834329,180991600,0.0695214357150778,0.7172765703592705,0.5874629628090927,-0.5179415270940149,67.74645080566407,66.64664878845215,-0.03091030486506563,0.01444464850218858,-0.34869204373891716,-0.14597834616668864,1
2020-04-22,66.84009552001953,67.27584833913318,65.89595948667669,66.23729500850857,116862400,0.5178620555253561,0.6857096448349269,0.3804852829774421,0.137376772547914,67.3431381225586,67.0502098083496,0.028803779047919642,0.023983848263191238,-0.14941920595281188,-0.13147242372461254,0
2020-04-23,66.58104705810547,68.20786856663918,66.54231233315308,66.78439882318551,124814400,0.3739788760965347,0.5931451883834131,0.0757588449387016,0.2982200311578331,66.77859191894531,67.26711959838867,-0.00387564469946744,0.022859008793990408,-0.027448241129422513,-0.1220958655022009,1
2020-04-24,68.5031967163086,68.5128822420226,67.05794044796141,67.10636068864,126161200,0.1985388149115895,0.5305144223654836,0.4057065372452604,-0.2071677223336709,66.78681945800781,67.62976379394532,0.02886932157323474,0.027674440664552546,0.07614302712402547,-0.07144106180685475,1
2020-04-27,68.5516357421875,68.88329305683456,67.77211693615625,68.21997103964695,117087600,0.0381350101716141,0.2521920559468461,0.1950624092590193,-0.1569273990874052,67.08894500732421,67.86991500854492,0.0007071060651302474,0.025113368896814224,-0.021958363421080918,-0.08928796896186877,0
2020-04-28,67.44046020507812,69.19558749366381,67.34847353233525,69.01402260174115,112004800,0.1865893930293973,0.4450719278424193,0.4117963180116584,-0.2252069249822611,67.58328704833984,67.66486892700195,-0.016209321996171533,0.02029810997821848,-0.19643401546777897,-0.030741048539518017,1
2020-04-29,69.65555572509766,70.12520415593382,68.72594439265023,68.92929617900803,137280800,0.1951099932160482,0.4236131102073884,0.0417846888974434,0.1533253043186047,68.14637908935546,67.74475860595703,0.032845201727326634,0.02140110478339541,-0.07626967325035379,-0.027551342185379878,1
2020-04-30,71.125,71.30172577794379,69.80563320705274,70.19538886698345,183064000,0.4377637070028384,0.3558522702561957,0.1049288623055756,0.3328348446972628,69.05516967773437,67.91688079833985,0.021095866074224423,0.020702926400182595,0.08698440801120222,-0.02062837947749393,0
2020-05-01,69.97992706298828,72.38384357310822,69.20040845206991,69.29724154783354,240616800,0.3825344828131278,0.634052068213151,0.5134423553434718,-0.1309078725303439,69.35051574707032,68.06866760253907,-0.01609944375411909,0.022059392663258112,0.1184174254951746,-0.005376409516828528,1
2020-05-04,70.97008514404297,71.09839070422535,69.31421423252345,70.00416229263017,133568000,0.5323276455457959,0.4975254410472625,0.1363077342141089,0.396019911331687,69.8342056274414,68.46157531738281,0.014149172807274457,0.022304222432186094,0.1993156278328687,0.10521305256698991,1
2020-05-05,72.03524780273438,72.868025831844,71.28477828502723,71.43003164134032,147751200,0.2833289550971695,0.2486277295445887,0.502224675145764,-0.2188957200485944,70.75316314697265,69.16822509765625,0.015008614637132212,0.018101852857704593,0.015405439584249642,0.10647529355372327,1
2020-05-06,72.77845001220703,73.41029209502018,72.35237549978946,72.73729206539267,142333600,0.071756547562981,0.3321099211698868,0.1675656530726462,-0.0958091055096652,71.37774200439453,69.762060546875,0.01031720209400655,0.01449645321777271,0.027105028591142537,0.05664841158806928,1
2020-05-07,73.53133392333984,73.87752315205448,73.10284357834273,73.40545163246576,115215200,0.4279468723337969,0.6099552581957577,0.3857291460352245,0.0422177262985724,71.8590087890625,70.45708923339843,0.010344874217663724,0.01294891337385372,-0.09082903308656233,-0.0014750120916688092,1
2020-05-08,75.28152465820312,75.33492815693087,73.86391326493965,74.19161621586483,133838400,0.4564710291701384,0.2456785156941801,0.4164903441058986,0.0399806850642398,72.91932830810546,71.13492202758789,0.023801971778289133,0.00550948303220315,-0.0045368980489509355,0.032702699427247926,1
2020-05-11,76.46609497070312,76.96128289724894,74.57998648849065,74.78874828363153,145946400,0.3367663185416977,0.7107241484292612,0.3075928518870317,0.029173466654666,74.0185302734375,71.92636795043946,0.015735206186089368,0.005513743281895121,0.03712395933915946,-0.04066658950815628,0
2020-05-12,75.59222412109375,77.60212591001033,75.47085322222706,77.15062231412254,162301200,0.4625803079727366,0.4970879162083846,0.1831864060180387,0.2793939019546978,74.72992553710938,72.74154434204101,-0.011428213379330865,0.013062090480611521,0.11618268455786794,0.05899133489250217,0
2020-05-13,74.67949676513672,76.69425770409393,73.6017228189693,75.77183462345045,200622400,0.2962773578186344,0.4883519463959888,0.1275866258226576,0.1686907319959767,75.11013488769531,73.24393844604492,-0.012074355088360744,0.016266266293073425,0.15908603353511355,0.11189130239363054,1
2020-05-14,75.1382827758789,75.1989682128997,73.1939190032077,73.9172920793361,158929200,0.3136396976291964,0.5554446707957106,0.0199136127374557,0.2937260848917407,75.43152465820313,73.64526672363282,0.006143399870315758,0.01604597479250314,0.24727023961413844,0.16219297411226422,0
2020-05-15,74.69408416748047,74.7402057064117,72.87352049775028,72.90750790870699,166348400,0.2565246110151297,0.6948085795550896,0.1823678407444342,0.0741567702706954,75.3140365600586,74.11668243408204,-0.005911748205949641,0.012096730627300578,0.17885786238613766,0.1690281911535553,1
2020-05-18,76.45394897460938,76.8277733901168,75.3276309672179,76.01944652197729,135178400,0.0152514760464571,0.4086855247413158,0.3918976743187698,-0.3766461982723127,75.31160736083984,74.66506881713867,0.023560966397056404,0.015034847459072737,-0.0029211143699588438,0.08786425816815958,0
2020-05-19,76.01216888427734,77.31811351260087,75.98061126581322,76.47094702256406,101729600,0.0647348561959826,0.6068096915354382,0.5629828910690896,-0.4982480348731069,75.39559631347656,75.06276092529296,-0.005778381578154246,0.014141539631930376,-0.26691248762490805,-0.06766412919740138,1
2020-05-20,77.4904556274414,77.56084540499204,76.8326201163857,76.87145968739159,111504800,0.0188575114120405,0.5394391783974747,0.5227226893578312,-0.5038651779457907,75.9577880859375,75.53396148681641,0.019448027399594947,0.01377262217891587,-0.4595864703637367,-0.20217531118575485,0
2020-05-21,76.91273498535156,77.89341385727374,76.67484537253091,77.35209701743804,102688800,0.3818462467582682,0.3602169621016528,0.4596388659211815,-0.0777926191629133,76.31267852783203,75.87210159301758,-0.0074553780515552726,0.015357187545750679,-0.35996861066060365,-0.27647905199668565,1
2020-05-22,77.40792083740234,77.49045214412094,76.54861296126474,76.65056034866812,81803200,0.188613588645796,0.727177991813095,0.4730684059519792,-0.2844548173061831,76.8554458618164,76.0847412109375,0.00643828167266558,0.014155255100637242,-0.28870420480496234,-0.3482013695120613,0
2020-05-26,76.88360595703125,78.70659167112338,76.82777268129091,78.5269651260588,125522000,0.5445398843556558,0.5950711007950553,0.1561721145396018,0.388367769816054,76.94137725830078,76.12649230957031,-0.0067734008961748415,0.011700594839158557,0.008706777782319227,-0.19519857589438802,1
2020-05-27,77.21859741210938,77.36424398683408,76.00003613296077,76.74040313452282,112945200,0.1495753374893249,0.7103490374565453,0.5443170184234979,-0.3947416809341729,77.18266296386719,76.28912963867188,0.0043571246549667375,0.011054745179576952,-0.0969429094747673,-0.1744973051066012,1
2020-05-28,77.25257873535156,78.51240928442117,76.6165963973256,76.8933182003932,133560800,0.2462297538213778,0.7203765205758814,0.4024393871435004,-0.1562096333221226,77.13508758544921,76.54643783569335,0.00044006656920791976,0.0063304681918064576,-0.0541945148134138,-0.10496619618186757,0
2020-05-29,77.17733764648438,77.95653684277472,76.82050686180871,77.4953288496023,153532400,0.4533306831258292,0.6250177860290209,0.3362643785882639,0.1170663045375652,77.18800811767578,76.7503433227539,-0.0009739621653918062,0.0051240571009739996,-0.14462833657291008,-0.06599441144177189,1
2020-06-01,78.1264419555664,78.24781284336196,77.00011656103608,77.13119919406478,80791200,0.1372788992949734,0.7022079970182034,0.0665936815280886,0.0706852177668848,77.33171234130859,77.0935791015625,0.012297707306637928,0.007066896011937403,0.01051396299410918,0.005033595572841698,1
2020-06-02,78.48812103271484,78.5123966906775,77.41762896521124,77.85942075330303,87642800,0.0461879458972757,0.6184828770015702,0.2682333262838552,-0.2220453803865794,77.65261535644531,77.29699630737305,0.004629406742395092,0.005164214851062164,-0.01143128602737642,-0.11704903446768497,1
2020-06-03,78.92021179199219,79.182377080961,78.23567814710795,78.80855263967156,104491200,0.1738508717482608,0.6080844630561804,0.2762149627211557,-0.1023640909728949,77.99293823242188,77.58780059814453,0.005505173949790887,0.005201112739709579,-0.08457475119752977,-0.058573516475429376,0
2020-06-04,78.24052429199219,79.04156912077111,77.8666999148798,78.74300150300884,87560400,0.0967327723524026,0.5711668269291106,0.518738165713602,-0.4220053933611993,78.19052734375,77.66280746459961,-0.008612337506029966,0.007827659746047395,-0.24880495490689114,-0.11173266848324473,1
2020-06-05,80.46890258789062,80.5295880347895,78.46143067131722,78.49055850056602,137250400,0.5578185914055438,0.6516299837345848,0.327988932112673,0.2298296592928707,78.84884033203124,78.01842422485352,0.0284811268337386,0.013513351420391121,-0.09817994168040779,-0.08917999753218361,1
2020-06-08,80.94467163085938,80.97865903574063,79.45424095843477,80.16547259371143,95654400,0.4848722277386501,0.2951630631758442,0.2282403293822457,0.2566318983564043,79.41248626708985,78.37209930419922,0.005912458448766644,0.013360886086180815,0.021485388096025276,-0.0519906614142797,1
2020-06-09,83.5007553100586,83.89399586857483,80.5927130816821,80.62427070317408,147712400,0.380042253906254,0.7285224555193572,0.5860801971063956,-0.2060379432001415,80.41501312255859,79.03381423950195,0.03157815860759805,0.017010291422394654,0.09347453814971123,-0.04878917397699213,1
2020-06-10,85.64900970458984,86.11749956722853,84.010502671639,84.44986470562118,166651600,0.5228763541126306,0.7231061166471393,0.0664323559957894,0.4564439981168411,81.76077270507812,79.87685546875,0.02572736481908766,0.01731111781293625,0.1690126510910347,0.06297244384095507,0
